c Instance Type o
c
n 200
c w	 v1	 v2
i 1067	 245 	 817 
i 774	 468 	 502 
i 1098	 964 	 109 
i 848	 28 	 951 
i 785	 465 	 505 
i 974	 849 	 96 
i 954	 884 	 137 
i 1004	 176 	 771 
i 1109	 741 	 244 
i 1212	 196 	 848 
i 1185	 477 	 616 
i 872	 991 	 47 
i 1095	 2 	 938 
i 989	 565 	 420 
i 1226	 738 	 340 
i 889	 776 	 272 
i 1110	 350 	 675 
i 1241	 683 	 377 
i 962	 328 	 680 
i 890	 139 	 908 
i 763	 59 	 874 
i 945	 791 	 150 
i 1105	 877 	 64 
i 991	 766 	 289 
i 895	 278 	 724 
i 1147	 149 	 808 
i 1068	 253 	 774 
i 972	 967 	 42 
i 1218	 920 	 117 
i 1134	 306 	 751 
i 1233	 414 	 655 
i 875	 489 	 538 
i 883	 1 	 950 
i 806	 911 	 53 
i 1059	 252 	 759 
i 1205	 486 	 555 
i 1112	 463 	 629 
i 1205	 68 	 987 
i 1079	 477 	 592 
i 856	 431 	 499 
i 878	 125 	 888 
i 1026	 37 	 869 
i 836	 157 	 753 
i 1132	 488 	 605 
i 806	 595 	 348 
i 1187	 217 	 824 
i 1063	 130 	 803 
i 1047	 681 	 265 
i 1083	 557 	 485 
i 1027	 83 	 842 
i 882	 398 	 555 
i 912	 561 	 399 
i 966	 362 	 629 
i 1051	 679 	 410 
i 1058	 277 	 731 
i 985	 435 	 617 
i 1079	 301 	 777 
i 1110	 128 	 886 
i 907	 881 	 44 
i 981	 485 	 456 
i 1169	 242 	 779 
i 803	 566 	 367 
i 1083	 947 	 81 
i 976	 386 	 555 
i 850	 792 	 205 
i 1242	 420 	 664 
i 1059	 753 	 191 
i 914	 257 	 713 
i 1017	 997 	 24 
i 1124	 453 	 590 
i 973	 53 	 994 
i 1009	 922 	 93 
i 802	 99 	 895 
i 965	 736 	 336 
i 1119	 325 	 705 
i 972	 459 	 454 
i 1214	 355 	 710 
i 805	 144 	 771 
i 900	 505 	 410 
i 923	 996 	 55 
i 873	 700 	 316 
i 1026	 16 	 942 
i 879	 503 	 518 
i 771	 523 	 445 
i 1098	 756 	 277 
i 1019	 479 	 445 
i 1022	 128 	 868 
i 1022	 2 	 961 
i 1017	 229 	 696 
i 829	 691 	 233 
i 1205	 873 	 192 
i 942	 17 	 981 
i 1155	 688 	 280 
i 998	 835 	 238 
i 1217	 845 	 179 
i 765	 509 	 411 
i 983	 247 	 698 
i 835	 811 	 135 
i 932	 461 	 530 
i 922	 192 	 737 
i 828	 456 	 448 
i 768	 308 	 599 
i 1046	 669 	 377 
i 961	 638 	 375 
i 1211	 952 	 61 
i 927	 936 	 151 
i 857	 50 	 874 
i 1122	 645 	 450 
i 799	 868 	 119 
i 899	 224 	 801 
i 800	 706 	 210 
i 848	 18 	 928 
i 1106	 172 	 739 
i 1062	 672 	 368 
i 1180	 43 	 950 
i 1138	 40 	 942 
i 850	 142 	 885 
i 770	 477 	 479 
i 911	 46 	 875 
i 809	 78 	 888 
i 794	 263 	 653 
i 955	 475 	 444 
i 1016	 730 	 224 
i 1032	 718 	 371 
i 902	 275 	 822 
i 946	 244 	 660 
i 831	 134 	 799 
i 1041	 192 	 837 
i 1113	 229 	 809 
i 879	 706 	 347 
i 765	 815 	 90 
i 857	 12 	 944 
i 957	 603 	 343 
i 1081	 260 	 831 
i 930	 618 	 327 
i 991	 632 	 362 
i 1086	 238 	 783 
i 983	 484 	 575 
i 704	 17 	 885 
i 1156	 703 	 343 
i 1132	 770 	 239 
i 947	 922 	 99 
i 953	 177 	 755 
i 988	 705 	 279 
i 1003	 181 	 726 
i 920	 645 	 389 
i 1212	 140 	 942 
i 1028	 804 	 174 
i 1043	 117 	 864 
i 878	 122 	 800 
i 1253	 896 	 181 
i 1062	 705 	 356 
i 1086	 21 	 998 
i 873	 575 	 462 
i 915	 86 	 975 
i 1126	 828 	 174 
i 1084	 46 	 949 
i 838	 871 	 120 
i 1026	 497 	 517 
i 1098	 153 	 886 
i 1031	 544 	 474 
i 895	 485 	 474 
i 953	 988 	 35 
i 886	 656 	 423 
i 1251	 749 	 347 
i 1023	 884 	 177 
i 894	 695 	 375 
i 1052	 418 	 626 
i 782	 537 	 406 
i 1081	 69 	 893 
i 1040	 716 	 367 
i 1057	 250 	 730 
i 783	 592 	 386 
i 1092	 919 	 9 
i 1223	 937 	 130 
i 1116	 826 	 210 
i 997	 232 	 743 
i 971	 293 	 766 
i 967	 815 	 151 
i 1140	 914 	 74 
i 1042	 712 	 210 
i 855	 105 	 868 
i 1132	 798 	 294 
i 1136	 813 	 263 
i 1043	 723 	 340 
i 882	 615 	 413 
i 1080	 317 	 758 
i 857	 873 	 60 
i 1153	 155 	 941 
i 897	 660 	 419 
i 886	 541 	 480 
i 1055	 342 	 700 
i 999	 549 	 453 
i 913	 151 	 813 
i 786	 802 	 107 
i 1167	 254 	 778 
i 1181	 389 	 707 
i 1224	 902 	 169 
i 1048	 213 	 688 
i 1140	 857 	 176 
c
c
W 99683
c end of file
