c Instance Type c
c
n 4000
c w	 v1	 v2
i 713	 515 	 581 
i 106	 907 	 1005 
i 856	 857 	 795 
i 250	 771 	 757 
i 772	 979 	 1061 
i 209	 148 	 100 
i 286	 957 	 857 
i 305	 503 	 540 
i 26	 707 	 638 
i 54	 305 	 327 
i 509	 435 	 400 
i 405	 287 	 273 
i 245	 279 	 236 
i 987	 449 	 456 
i 964	 834 	 795 
i 7	 755 	 758 
i 958	 987 	 1047 
i 401	 990 	 911 
i 72	 712 	 638 
i 291	 851 	 788 
i 655	 506 	 545 
i 854	 795 	 715 
i 44	 288 	 256 
i 425	 543 	 509 
i 239	 131 	 90 
i 963	 405 	 365 
i 949	 865 	 817 
i 938	 690 	 722 
i 615	 786 	 832 
i 448	 905 	 809 
i 892	 182 	 217 
i 662	 800 	 806 
i 862	 889 	 904 
i 349	 306 	 206 
i 371	 601 	 549 
i 702	 864 	 804 
i 551	 244 	 174 
i 202	 476 	 394 
i 961	 176 	 217 
i 855	 828 	 758 
i 935	 849 	 758 
i 710	 564 	 605 
i 586	 149 	 163 
i 806	 662 	 745 
i 358	 663 	 621 
i 205	 877 	 975 
i 355	 168 	 176 
i 766	 304 	 353 
i 840	 385 	 426 
i 647	 124 	 136 
i 478	 261 	 260 
i 988	 302 	 243 
i 32	 931 	 989 
i 652	 549 	 569 
i 274	 477 	 568 
i 136	 735 	 667 
i 201	 729 	 732 
i 419	 323 	 280 
i 728	 986 	 911 
i 743	 725 	 779 
i 912	 336 	 286 
i 128	 779 	 726 
i 52	 964 	 918 
i 545	 781 	 865 
i 957	 425 	 364 
i 660	 388 	 354 
i 356	 533 	 539 
i 595	 994 	 1084 
i 579	 359 	 395 
i 271	 470 	 454 
i 525	 268 	 235 
i 277	 491 	 483 
i 236	 704 	 707 
i 989	 944 	 856 
i 344	 875 	 778 
i 656	 161 	 196 
i 133	 456 	 362 
i 127	 929 	 954 
i 406	 887 	 828 
i 811	 602 	 597 
i 988	 979 	 879 
i 417	 390 	 346 
i 85	 803 	 806 
i 22	 373 	 374 
i 882	 427 	 496 
i 938	 444 	 445 
i 327	 158 	 185 
i 248	 189 	 242 
i 121	 748 	 682 
i 674	 934 	 1030 
i 651	 470 	 564 
i 965	 474 	 451 
i 744	 723 	 717 
i 40	 293 	 291 
i 396	 742 	 717 
i 770	 609 	 571 
i 824	 170 	 198 
i 912	 738 	 815 
i 630	 529 	 430 
i 556	 682 	 718 
i 960	 666 	 632 
i 369	 640 	 600 
i 58	 985 	 893 
i 263	 515 	 431 
i 973	 954 	 950 
i 534	 399 	 349 
i 601	 679 	 594 
i 307	 360 	 457 
i 777	 260 	 283 
i 420	 269 	 203 
i 46	 876 	 802 
i 641	 285 	 285 
i 625	 552 	 564 
i 80	 592 	 656 
i 30	 667 	 726 
i 354	 205 	 171 
i 993	 429 	 515 
i 274	 496 	 443 
i 442	 486 	 389 
i 620	 146 	 133 
i 482	 301 	 297 
i 678	 421 	 345 
i 175	 868 	 917 
i 716	 479 	 544 
i 342	 323 	 394 
i 449	 143 	 85 
i 807	 438 	 378 
i 241	 378 	 373 
i 663	 591 	 675 
i 704	 606 	 614 
i 918	 994 	 898 
i 267	 534 	 573 
i 120	 644 	 718 
i 534	 421 	 439 
i 772	 268 	 354 
i 809	 141 	 117 
i 178	 329 	 266 
i 479	 511 	 496 
i 19	 936 	 854 
i 576	 866 	 925 
i 570	 457 	 499 
i 47	 477 	 573 
i 647	 210 	 130 
i 995	 987 	 1013 
i 173	 623 	 604 
i 208	 563 	 506 
i 454	 902 	 880 
i 904	 181 	 255 
i 833	 563 	 641 
i 683	 646 	 639 
i 73	 466 	 373 
i 484	 212 	 129 
i 596	 196 	 242 
i 582	 286 	 331 
i 159	 850 	 930 
i 668	 324 	 245 
i 559	 517 	 529 
i 638	 867 	 860 
i 148	 755 	 714 
i 750	 660 	 756 
i 150	 187 	 97 
i 264	 222 	 229 
i 360	 297 	 224 
i 558	 948 	 991 
i 390	 706 	 781 
i 630	 617 	 625 
i 87	 713 	 633 
i 938	 324 	 372 
i 663	 738 	 815 
i 281	 115 	 142 
i 368	 988 	 1045 
i 492	 148 	 58 
i 702	 628 	 610 
i 644	 748 	 842 
i 314	 497 	 469 
i 884	 388 	 486 
i 563	 872 	 787 
i 802	 964 	 867 
i 508	 735 	 770 
i 513	 636 	 727 
i 501	 315 	 280 
i 543	 127 	 190 
i 125	 174 	 178 
i 841	 541 	 474 
i 277	 515 	 511 
i 588	 836 	 809 
i 445	 827 	 912 
i 406	 896 	 942 
i 108	 910 	 857 
i 699	 624 	 674 
i 929	 589 	 539 
i 948	 880 	 939 
i 20	 719 	 803 
i 504	 295 	 347 
i 959	 443 	 350 
i 774	 870 	 895 
i 581	 306 	 220 
i 464	 243 	 238 
i 363	 893 	 910 
i 940	 216 	 172 
i 479	 885 	 827 
i 344	 221 	 153 
i 29	 929 	 865 
i 236	 859 	 896 
i 609	 647 	 676 
i 464	 682 	 666 
i 684	 350 	 250 
i 833	 415 	 408 
i 712	 839 	 904 
i 831	 471 	 524 
i 703	 724 	 673 
i 827	 914 	 932 
i 748	 170 	 194 
i 590	 332 	 403 
i 195	 943 	 936 
i 837	 629 	 714 
i 107	 114 	 136 
i 449	 115 	 104 
i 269	 529 	 460 
i 673	 377 	 475 
i 363	 173 	 211 
i 267	 394 	 398 
i 334	 920 	 874 
i 584	 583 	 655 
i 520	 456 	 367 
i 104	 870 	 948 
i 108	 807 	 906 
i 113	 464 	 453 
i 584	 862 	 905 
i 884	 114 	 92 
i 954	 996 	 1046 
i 274	 724 	 628 
i 185	 299 	 270 
i 716	 539 	 626 
i 105	 416 	 407 
i 959	 465 	 477 
i 743	 370 	 403 
i 142	 369 	 425 
i 986	 768 	 741 
i 990	 517 	 467 
i 986	 865 	 806 
i 676	 646 	 641 
i 887	 665 	 697 
i 370	 981 	 957 
i 713	 926 	 923 
i 113	 446 	 435 
i 404	 946 	 883 
i 695	 652 	 617 
i 435	 459 	 422 
i 892	 785 	 746 
i 741	 120 	 78 
i 344	 303 	 396 
i 967	 729 	 800 
i 946	 431 	 376 
i 864	 769 	 856 
i 241	 312 	 222 
i 181	 708 	 699 
i 790	 876 	 806 
i 183	 280 	 297 
i 941	 560 	 555 
i 952	 832 	 775 
i 169	 203 	 215 
i 865	 174 	 180 
i 226	 935 	 930 
i 966	 247 	 215 
i 194	 193 	 209 
i 866	 238 	 290 
i 726	 643 	 653 
i 916	 777 	 824 
i 422	 408 	 443 
i 234	 833 	 858 
i 338	 139 	 198 
i 410	 639 	 671 
i 338	 221 	 298 
i 491	 645 	 716 
i 583	 948 	 857 
i 727	 577 	 659 
i 326	 366 	 394 
i 76	 857 	 868 
i 410	 622 	 717 
i 223	 335 	 277 
i 254	 894 	 904 
i 848	 715 	 807 
i 973	 415 	 374 
i 574	 316 	 374 
i 517	 187 	 161 
i 42	 231 	 151 
i 329	 155 	 140 
i 169	 725 	 725 
i 744	 332 	 414 
i 996	 314 	 240 
i 878	 504 	 481 
i 558	 995 	 942 
i 900	 961 	 902 
i 133	 338 	 394 
i 219	 151 	 111 
i 354	 483 	 451 
i 404	 573 	 607 
i 95	 952 	 1019 
i 344	 509 	 525 
i 572	 431 	 447 
i 15	 550 	 541 
i 10	 895 	 798 
i 965	 216 	 299 
i 221	 402 	 312 
i 267	 210 	 163 
i 686	 478 	 502 
i 206	 782 	 687 
i 153	 490 	 414 
i 601	 347 	 339 
i 961	 866 	 773 
i 455	 494 	 404 
i 337	 902 	 814 
i 456	 917 	 822 
i 783	 844 	 793 
i 895	 888 	 890 
i 309	 238 	 177 
i 65	 792 	 773 
i 491	 815 	 826 
i 757	 923 	 854 
i 607	 448 	 371 
i 39	 481 	 496 
i 928	 526 	 608 
i 835	 580 	 553 
i 660	 603 	 533 
i 535	 823 	 732 
i 678	 390 	 361 
i 445	 567 	 551 
i 238	 927 	 1009 
i 152	 534 	 567 
i 531	 675 	 630 
i 947	 781 	 743 
i 415	 404 	 352 
i 943	 326 	 241 
i 498	 653 	 700 
i 300	 788 	 742 
i 614	 830 	 920 
i 128	 257 	 236 
i 46	 631 	 657 
i 522	 552 	 609 
i 157	 258 	 221 
i 911	 503 	 455 
i 241	 783 	 818 
i 483	 999 	 1023 
i 93	 180 	 104 
i 854	 836 	 820 
i 663	 190 	 97 
i 828	 147 	 79 
i 415	 499 	 440 
i 911	 174 	 220 
i 78	 872 	 949 
i 519	 265 	 324 
