c Instance Type k
c
n 100
c w	 v1	 v2
i 383	 663 	 369 
i 397	 539 	 448 
i 255	 292 	 752 
i 762	 2 	 984 
i 551	 619 	 463 
i 603	 104 	 911 
i 598	 804 	 229 
i 151	 735 	 234 
i 433	 866 	 125 
i 732	 887 	 156 
i 133	 271 	 705 
i 798	 667 	 417 
i 237	 922 	 38 
i 960	 685 	 257 
i 806	 237 	 829 
i 719	 839 	 248 
i 300	 437 	 611 
i 971	 588 	 406 
i 321	 22 	 919 
i 782	 753 	 192 
i 503	 885 	 115 
i 887	 683 	 250 
i 809	 920 	 16 
i 24	 881 	 174 
i 240	 688 	 213 
i 75	 407 	 663 
i 13	 707 	 250 
i 755	 678 	 397 
i 233	 998 	 91 
i 577	 780 	 250 
i 808	 284 	 723 
i 311	 171 	 772 
i 481	 979 	 17 
i 574	 4 	 897 
i 352	 243 	 799 
i 366	 317 	 605 
i 220	 330 	 735 
i 511	 85 	 907 
i 390	 317 	 682 
i 291	 894 	 61 
i 944	 703 	 309 
i 484	 15 	 969 
i 706	 495 	 548 
i 849	 70 	 952 
i 873	 422 	 670 
i 585	 788 	 167 
i 704	 9 	 957 
i 530	 519 	 519 
i 35	 909 	 2 
i 537	 200 	 881 
i 820	 145 	 876 
i 387	 628 	 396 
i 124	 335 	 587 
i 840	 184 	 752 
i 560	 57 	 938 
i 523	 642 	 336 
i 803	 347 	 633 
i 413	 877 	 207 
i 107	 911 	 157 
i 118	 449 	 456 
i 24	 269 	 665 
i 632	 655 	 406 
i 254	 778 	 149 
i 372	 618 	 346 
i 559	 178 	 797 
i 169	 701 	 203 
i 567	 504 	 469 
i 973	 916 	 45 
i 897	 24 	 895 
i 731	 141 	 880 
i 765	 165 	 910 
i 943	 796 	 209 
i 751	 51 	 895 
i 892	 422 	 663 
i 219	 981 	 12 
i 601	 151 	 910 
i 627	 718 	 243 
i 998	 691 	 253 
i 247	 589 	 360 
i 407	 321 	 656 
i 16	 86 	 917 
i 893	 30 	 915 
i 425	 780 	 199 
i 736	 673 	 391 
i 664	 892 	 169 
i 770	 494 	 597 
i 578	 121 	 913 
i 889	 119 	 853 
i 118	 366 	 724 
i 369	 772 	 182 
i 760	 788 	 183 
i 317	 681 	 296 
i 670	 107 	 826 
i 73	 842 	 226 
i 897	 507 	 540 
i 704	 278 	 667 
i 661	 855 	 114 
i 336	 745 	 248 
i 702	 863 	 203 
i 657	 232 	 789 
c
c
W 26559
c end of file
