c Instance Type k
c
n 100
c w	 v1	 v2
i 188	 120 	 947 
i 836	 17 	 943 
i 238	 770 	 323 
i 916	 756 	 320 
i 383	 216 	 801 
i 766	 774 	 209 
i 442	 346 	 644 
i 964	 773 	 175 
i 538	 641 	 364 
i 363	 534 	 414 
i 983	 722 	 250 
i 820	 559 	 416 
i 341	 796 	 133 
i 309	 713 	 368 
i 191	 96 	 827 
i 780	 861 	 218 
i 201	 304 	 643 
i 658	 268 	 634 
i 906	 806 	 225 
i 437	 170 	 767 
i 682	 153 	 929 
i 48	 973 	 60 
i 429	 314 	 639 
i 581	 622 	 474 
i 489	 812 	 102 
i 613	 593 	 494 
i 511	 794 	 154 
i 755	 452 	 549 
i 772	 358 	 605 
i 430	 795 	 202 
i 622	 478 	 549 
i 536	 525 	 497 
i 10	 954 	 135 
i 280	 535 	 474 
i 262	 25 	 919 
i 340	 637 	 454 
i 280	 149 	 900 
i 524	 904 	 39 
i 36	 676 	 335 
i 355	 106 	 864 
i 843	 728 	 338 
i 485	 265 	 705 
i 100	 274 	 687 
i 28	 553 	 516 
i 577	 815 	 259 
i 940	 156 	 845 
i 896	 435 	 596 
i 646	 958 	 79 
i 848	 994 	 25 
i 408	 349 	 619 
i 763	 193 	 720 
i 596	 677 	 289 
i 953	 776 	 245 
i 266	 804 	 128 
i 114	 382 	 713 
i 985	 322 	 604 
i 496	 218 	 795 
i 155	 864 	 141 
i 717	 712 	 292 
i 956	 121 	 953 
i 302	 883 	 29 
i 375	 479 	 569 
i 712	 433 	 570 
i 323	 699 	 265 
i 488	 812 	 228 
i 468	 798 	 106 
i 603	 294 	 654 
i 173	 448 	 472 
i 702	 166 	 898 
i 226	 123 	 965 
i 99	 424 	 640 
i 164	 798 	 161 
i 906	 511 	 535 
i 426	 834 	 152 
i 749	 322 	 626 
i 454	 789 	 119 
i 481	 393 	 574 
i 725	 565 	 492 
i 834	 267 	 823 
i 656	 492 	 422 
i 597	 590 	 409 
i 422	 754 	 204 
i 725	 660 	 401 
i 461	 86 	 933 
i 896	 835 	 257 
i 143	 289 	 761 
i 189	 770 	 158 
i 528	 496 	 545 
i 315	 331 	 764 
i 267	 986 	 53 
i 342	 584 	 327 
i 840	 6 	 980 
i 138	 731 	 263 
i 945	 192 	 819 
i 588	 88 	 885 
i 551	 231 	 805 
i 305	 420 	 570 
i 450	 947 	 145 
i 161	 262 	 693 
i 140	 529 	 423 
c
c
W 25228
c end of file
