c Instance Type k
c
n 100
c w	 v1	 v2
i 857	 321 	 694 
i 834	 125 	 964 
i 646	 282 	 703 
i 961	 825 	 215 
i 266	 57 	 912 
i 817	 634 	 267 
i 634	 683 	 264 
i 54	 16 	 902 
i 591	 737 	 280 
i 328	 812 	 167 
i 399	 669 	 375 
i 979	 504 	 565 
i 926	 150 	 775 
i 357	 111 	 979 
i 64	 376 	 525 
i 508	 194 	 834 
i 520	 827 	 137 
i 764	 881 	 87 
i 927	 473 	 442 
i 515	 800 	 278 
i 917	 200 	 812 
i 640	 179 	 733 
i 489	 106 	 836 
i 619	 463 	 501 
i 573	 526 	 514 
i 584	 34 	 986 
i 230	 554 	 490 
i 558	 318 	 702 
i 901	 246 	 668 
i 982	 760 	 315 
i 875	 677 	 237 
i 438	 318 	 632 
i 505	 807 	 165 
i 721	 426 	 639 
i 49	 999 	 35 
i 752	 584 	 392 
i 649	 813 	 274 
i 374	 371 	 579 
i 980	 272 	 728 
i 60	 254 	 698 
i 939	 130 	 958 
i 19	 568 	 383 
i 277	 73 	 837 
i 640	 793 	 205 
i 467	 842 	 155 
i 818	 594 	 320 
i 205	 243 	 834 
i 145	 617 	 334 
i 404	 598 	 407 
i 907	 658 	 398 
i 172	 597 	 485 
i 114	 616 	 380 
i 374	 893 	 117 
i 441	 534 	 435 
i 933	 1 	 917 
i 425	 819 	 237 
i 501	 24 	 878 
i 390	 169 	 859 
i 649	 572 	 376 
i 181	 480 	 600 
i 966	 651 	 348 
i 881	 765 	 157 
i 365	 139 	 761 
i 920	 579 	 428 
i 270	 513 	 495 
i 461	 937 	 58 
i 247	 438 	 538 
i 276	 828 	 182 
i 921	 477 	 447 
i 166	 658 	 362 
i 68	 624 	 326 
i 566	 506 	 397 
i 681	 870 	 61 
i 690	 791 	 257 
i 233	 61 	 879 
i 775	 522 	 415 
i 137	 769 	 256 
i 522	 45 	 920 
i 77	 966 	 125 
i 204	 132 	 886 
i 810	 199 	 743 
i 69	 765 	 279 
i 93	 447 	 571 
i 255	 137 	 839 
i 996	 369 	 619 
i 251	 144 	 949 
i 443	 281 	 766 
i 74	 802 	 254 
i 532	 879 	 170 
i 467	 84 	 978 
i 61	 893 	 22 
i 279	 962 	 116 
i 3	 56 	 888 
i 596	 311 	 674 
i 982	 307 	 752 
i 429	 558 	 530 
i 398	 2 	 919 
i 136	 75 	 828 
i 919	 607 	 473 
i 668	 75 	 997 
c
c
W 25366
c end of file
