c Instance Type k
c
n 500
c w	 v1	 v2
i 546	 732 	 306 
i 282	 39 	 916 
i 925	 874 	 126 
i 84	 87 	 945 
i 286	 26 	 967 
i 338	 955 	 76 
i 908	 71 	 876 
i 267	 597 	 305 
i 19	 195 	 859 
i 704	 902 	 41 
i 586	 449 	 639 
i 281	 731 	 364 
i 683	 656 	 414 
i 188	 740 	 347 
i 896	 26 	 995 
i 643	 363 	 721 
i 170	 271 	 827 
i 452	 538 	 479 
i 469	 557 	 499 
i 242	 261 	 775 
i 451	 847 	 78 
i 392	 128 	 944 
i 372	 810 	 193 
i 226	 997 	 26 
i 166	 894 	 62 
i 131	 537 	 492 
i 52	 707 	 377 
i 43	 159 	 832 
i 630	 627 	 275 
i 414	 869 	 85 
i 99	 320 	 603 
i 233	 712 	 237 
i 98	 84 	 826 
i 618	 309 	 602 
i 878	 475 	 615 
i 165	 605 	 392 
i 814	 656 	 282 
i 735	 699 	 271 
i 194	 330 	 767 
i 210	 743 	 327 
i 487	 841 	 93 
i 611	 74 	 980 
i 862	 171 	 923 
i 923	 789 	 166 
i 983	 668 	 382 
i 937	 833 	 138 
i 429	 647 	 255 
i 627	 383 	 659 
i 984	 576 	 331 
i 970	 786 	 271 
i 824	 273 	 752 
i 999	 883 	 157 
i 886	 746 	 328 
i 856	 670 	 362 
i 136	 653 	 312 
i 890	 591 	 340 
i 249	 20 	 977 
i 265	 647 	 290 
i 978	 631 	 422 
i 23	 602 	 408 
i 809	 426 	 639 
i 437	 425 	 617 
i 140	 312 	 679 
i 13	 168 	 756 
i 675	 304 	 752 
i 6	 194 	 779 
i 169	 443 	 534 
i 979	 707 	 199 
i 173	 686 	 347 
i 942	 708 	 245 
i 498	 517 	 522 
i 327	 954 	 18 
i 41	 95 	 889 
i 499	 107 	 913 
i 627	 782 	 299 
i 409	 787 	 132 
i 781	 956 	 78 
i 174	 935 	 41 
i 213	 109 	 977 
i 882	 51 	 945 
i 155	 548 	 383 
i 853	 875 	 47 
i 976	 915 	 38 
i 412	 414 	 548 
i 15	 42 	 871 
i 920	 451 	 626 
i 21	 232 	 836 
i 563	 406 	 649 
i 812	 618 	 459 
i 747	 501 	 586 
i 391	 655 	 341 
i 552	 508 	 463 
i 667	 485 	 469 
i 877	 896 	 141 
i 194	 911 	 138 
i 293	 832 	 103 
i 179	 853 	 129 
i 22	 416 	 647 
i 799	 229 	 757 
i 685	 975 	 117 
i 621	 367 	 651 
i 106	 918 	 18 
i 466	 586 	 430 
i 741	 463 	 533 
i 431	 657 	 321 
i 163	 949 	 34 
i 345	 129 	 786 
i 759	 150 	 848 
i 579	 948 	 110 
i 17	 633 	 406 
i 954	 255 	 657 
i 548	 361 	 735 
i 649	 827 	 186 
i 236	 568 	 337 
i 719	 999 	 69 
i 114	 163 	 864 
i 341	 508 	 545 
i 421	 267 	 816 
