c Instance Type k
c
n 500
c w	 v1	 v2
i 669	 659 	 350 
i 178	 512 	 504 
i 409	 354 	 648 
i 415	 121 	 839 
i 974	 249 	 676 
i 694	 334 	 613 
i 633	 695 	 384 
i 437	 724 	 349 
i 281	 804 	 190 
i 528	 767 	 299 
i 861	 437 	 560 
i 412	 614 	 285 
i 993	 23 	 920 
i 507	 437 	 558 
i 813	 411 	 634 
i 944	 106 	 805 
i 186	 738 	 312 
i 82	 176 	 819 
i 948	 457 	 499 
i 421	 984 	 5 
i 254	 846 	 151 
i 746	 258 	 661 
i 750	 251 	 673 
i 109	 758 	 253 
i 587	 572 	 522 
i 314	 516 	 398 
i 375	 702 	 361 
i 131	 784 	 314 
i 611	 732 	 257 
i 895	 154 	 831 
i 947	 408 	 546 
i 436	 155 	 851 
i 538	 904 	 154 
i 662	 14 	 947 
i 224	 600 	 322 
i 197	 914 	 117 
i 274	 290 	 676 
i 91	 421 	 501 
i 83	 32 	 980 
i 531	 927 	 0 
i 963	 874 	 108 
i 242	 311 	 702 
i 777	 848 	 145 
i 564	 511 	 485 
i 110	 734 	 182 
i 227	 931 	 0 
i 859	 206 	 751 
i 195	 296 	 745 
i 314	 379 	 669 
i 166	 909 	 127 
i 171	 872 	 136 
i 585	 115 	 955 
i 153	 892 	 148 
i 625	 456 	 485 
i 111	 566 	 523 
i 196	 792 	 283 
i 196	 652 	 263 
i 485	 846 	 129 
i 196	 160 	 891 
i 936	 326 	 707 
i 606	 497 	 510 
i 150	 82 	 936 
i 4	 234 	 775 
i 706	 858 	 41 
i 919	 968 	 75 
i 867	 165 	 806 
i 746	 361 	 540 
i 830	 846 	 225 
i 211	 42 	 859 
i 969	 978 	 42 
i 637	 584 	 484 
i 179	 733 	 351 
i 834	 737 	 193 
i 382	 444 	 458 
i 386	 363 	 734 
i 956	 231 	 698 
i 319	 976 	 63 
i 333	 807 	 163 
i 194	 18 	 928 
i 214	 987 	 42 
i 560	 624 	 468 
i 404	 803 	 235 
i 329	 637 	 348 
i 487	 20 	 984 
i 504	 405 	 542 
i 490	 362 	 631 
i 641	 680 	 308 
i 152	 13 	 914 
i 509	 206 	 747 
i 908	 420 	 530 
i 286	 980 	 105 
i 247	 384 	 652 
i 941	 712 	 251 
i 374	 200 	 767 
i 250	 704 	 345 
i 489	 194 	 726 
i 958	 835 	 222 
i 405	 986 	 91 
i 659	 496 	 404 
i 930	 405 	 580 
i 189	 690 	 291 
i 72	 936 	 129 
i 758	 878 	 122 
i 82	 252 	 788 
i 424	 502 	 478 
i 172	 990 	 66 
i 281	 949 	 65 
i 70	 354 	 630 
i 872	 14 	 990 
i 880	 943 	 50 
i 309	 133 	 768 
i 716	 205 	 885 
i 509	 962 	 114 
i 14	 44 	 866 
i 717	 468 	 548 
i 126	 639 	 375 
i 727	 919 	 94 
i 165	 989 	 97 
i 588	 862 	 215 
i 508	 742 	 324 
i 832	 51 	 994 
i 846	 767 	 166 
i 797	 276 	 649 
i 626	 289 	 645 
i 706	 7 	 961 
i 289	 132 	 824 
i 861	 859 	 80 
i 384	 24 	 899 
i 260	 611 	 299 
i 150	 119 	 940 
i 982	 951 	 126 
i 948	 798 	 224 
i 119	 595 	 483 
i 252	 222 	 713 
i 429	 927 	 32 
i 74	 217 	 745 
i 357	 79 	 851 
i 561	 462 	 477 
i 754	 721 	 341 
i 809	 871 	 214 
i 606	 854 	 222 
i 454	 802 	 233 
i 69	 921 	 49 
i 959	 174 	 824 
i 140	 603 	 381 
i 326	 676 	 351 
i 644	 34 	 962 
i 820	 594 	 341 
i 21	 349 	 731 
i 831	 158 	 896 
i 762	 764 	 261 
i 643	 219 	 766 
i 323	 288 	 681 
i 597	 247 	 757 
i 94	 387 	 537 
i 517	 712 	 348 
i 158	 357 	 710 
i 876	 177 	 809 
i 57	 198 	 858 
i 959	 30 	 992 
i 732	 791 	 249 
i 360	 435 	 649 
i 790	 757 	 184 
i 143	 355 	 635 
i 668	 448 	 620 
i 796	 964 	 75 
i 602	 123 	 959 
i 440	 998 	 9 
i 873	 56 	 888 
i 655	 15 	 920 
i 594	 747 	 173 
i 298	 107 	 901 
i 219	 897 	 62 
i 428	 40 	 951 
i 884	 708 	 211 
i 727	 504 	 408 
i 283	 107 	 830 
i 196	 546 	 390 
i 285	 420 	 527 
i 572	 75 	 869 
i 888	 669 	 230 
i 996	 966 	 14 
i 540	 186 	 714 
i 840	 614 	 294 
i 495	 498 	 552 
i 597	 226 	 725 
i 664	 509 	 463 
i 853	 704 	 378 
i 41	 988 	 37 
i 284	 561 	 420 
i 542	 449 	 465 
i 546	 446 	 461 
i 657	 985 	 26 
i 666	 826 	 242 
i 714	 321 	 646 
i 470	 918 	 103 
i 731	 582 	 332 
i 98	 435 	 620 
i 11	 476 	 577 
i 344	 760 	 205 
i 752	 302 	 753 
i 829	 848 	 96 
i 872	 506 	 435 
i 102	 172 	 734 
i 944	 886 	 84 
i 285	 357 	 597 
i 851	 88 	 973 
i 927	 185 	 772 
i 707	 196 	 857 
i 475	 540 	 465 
i 804	 292 	 774 
i 582	 121 	 914 
i 807	 993 	 19 
i 18	 95 	 874 
i 54	 39 	 894 
i 411	 324 	 695 
i 686	 176 	 861 
i 543	 103 	 971 
i 836	 809 	 103 
i 605	 285 	 736 
i 135	 89 	 980 
i 966	 671 	 231 
i 647	 478 	 423 
i 832	 495 	 425 
i 190	 549 	 379 
i 433	 959 	 66 
i 33	 645 	 383 
i 720	 188 	 861 
i 592	 24 	 944 
i 660	 629 	 439 
i 268	 763 	 323 
i 167	 730 	 290 
i 187	 377 	 538 
i 200	 210 	 804 
i 307	 399 	 525 
i 453	 832 	 84 
i 923	 865 	 180 
i 569	 585 	 498 
i 317	 178 	 910 
i 875	 837 	 176 
i 718	 105 	 861 
i 649	 272 	 639 
