c Instance Type o
c
n 250
c w	 v1	 v2
i 1135	 932 	 27 
i 1042	 323 	 760 
i 961	 87 	 816 
i 807	 219 	 748 
i 1130	 189 	 801 
i 1120	 822 	 185 
i 955	 455 	 458 
i 802	 819 	 150 
i 971	 83 	 860 
i 988	 19 	 898 
i 1050	 557 	 358 
i 1082	 499 	 481 
i 1108	 898 	 100 
i 889	 546 	 496 
i 1109	 647 	 433 
i 888	 499 	 545 
i 807	 282 	 652 
i 1112	 888 	 211 
i 1093	 973 	 10 
i 1089	 545 	 373 
i 834	 223 	 807 
i 891	 63 	 861 
i 1073	 818 	 91 
i 1068	 595 	 424 
i 957	 714 	 234 
i 947	 288 	 760 
i 874	 400 	 504 
i 1051	 583 	 499 
i 1078	 118 	 959 
i 1026	 894 	 92 
i 933	 823 	 208 
i 1007	 835 	 208 
i 992	 254 	 753 
i 750	 166 	 759 
i 992	 789 	 280 
i 747	 314 	 612 
i 838	 562 	 444 
i 1199	 988 	 13 
i 1099	 412 	 534 
i 865	 915 	 23 
i 1279	 517 	 573 
i 1134	 774 	 283 
i 799	 186 	 721 
i 885	 650 	 290 
i 983	 714 	 385 
i 875	 24 	 913 
i 1207	 79 	 976 
i 1270	 159 	 912 
i 846	 155 	 798 
i 869	 39 	 886 
i 966	 357 	 683 
i 836	 331 	 664 
i 839	 25 	 957 
i 902	 256 	 706 
i 842	 620 	 284 
i 971	 831 	 78 
i 935	 177 	 748 
i 898	 58 	 886 
i 1031	 56 	 912 
i 1134	 288 	 708 
i 1087	 650 	 417 
i 798	 965 	 22 
i 1009	 69 	 863 
i 792	 212 	 777 
i 727	 562 	 351 
i 915	 907 	 173 
i 801	 563 	 351 
i 927	 90 	 834 
i 1117	 476 	 461 
i 968	 135 	 860 
i 904	 980 	 15 
i 894	 531 	 386 
i 986	 560 	 371 
i 809	 254 	 720 
i 950	 261 	 826 
i 891	 298 	 770 
i 834	 386 	 594 
i 906	 604 	 394 
i 1078	 112 	 982 
i 1092	 64 	 852 
i 743	 498 	 418 
i 888	 772 	 251 
i 864	 216 	 718 
i 1064	 854 	 131 
i 1104	 943 	 108 
i 1089	 102 	 996 
i 1127	 161 	 813 
i 1048	 298 	 798 
i 858	 570 	 347 
i 902	 33 	 886 
i 1073	 972 	 83 
i 825	 42 	 917 
i 965	 205 	 823 
i 1108	 530 	 468 
i 974	 230 	 757 
i 991	 864 	 143 
i 1174	 343 	 697 
i 1025	 228 	 671 
i 1176	 608 	 405 
i 869	 961 	 83 
i 1101	 421 	 593 
i 906	 968 	 81 
i 1178	 134 	 930 
i 883	 478 	 492 
i 1105	 255 	 761 
i 894	 724 	 264 
i 1245	 185 	 872 
i 1089	 21 	 880 
i 1041	 837 	 187 
i 874	 745 	 271 
i 989	 809 	 91 
i 1031	 528 	 567 
i 786	 673 	 248 
i 1023	 460 	 557 
i 908	 744 	 324 
i 1030	 469 	 543 
i 983	 736 	 313 
i 995	 707 	 347 
i 1212	 678 	 343 
i 996	 222 	 748 
i 960	 369 	 562 
i 1051	 92 	 940 
i 1035	 432 	 540 
i 963	 596 	 468 
i 849	 114 	 899 
i 968	 214 	 692 
i 1017	 761 	 293 
i 865	 98 	 896 
i 1046	 452 	 479 
i 831	 431 	 544 
i 996	 997 	 77 
i 1266	 571 	 497 
i 898	 121 	 833 
i 947	 780 	 293 
i 1128	 29 	 997 
i 1055	 119 	 819 
i 1118	 776 	 315 
i 730	 185 	 725 
i 885	 365 	 636 
i 1125	 154 	 934 
i 1024	 296 	 791 
i 875	 601 	 400 
i 1008	 599 	 426 
i 948	 960 	 57 
i 912	 148 	 839 
i 1016	 903 	 109 
i 954	 697 	 269 
i 1014	 266 	 737 
i 890	 317 	 759 
i 1096	 528 	 378 
i 1131	 121 	 844 
i 1055	 465 	 621 
i 827	 650 	 356 
i 983	 109 	 889 
i 1188	 438 	 589 
i 992	 752 	 256 
i 1064	 263 	 684 
i 925	 734 	 266 
i 942	 262 	 802 
i 862	 299 	 670 
i 1020	 276 	 718 
i 1087	 191 	 896 
i 830	 615 	 402 
i 1048	 669 	 369 
i 792	 133 	 793 
i 1104	 36 	 984 
i 1109	 496 	 433 
i 1059	 290 	 786 
i 841	 603 	 325 
i 1042	 799 	 189 
i 839	 34 	 962 
i 899	 599 	 482 
i 1056	 100 	 904 
i 869	 133 	 805 
i 949	 658 	 306 
i 910	 825 	 146 
i 1070	 536 	 535 
i 880	 488 	 440 
i 1072	 947 	 115 
i 1196	 231 	 778 
i 1091	 865 	 151 
i 1035	 973 	 23 
i 782	 20 	 913 
i 909	 651 	 331 
i 1046	 980 	 8 
i 882	 443 	 636 
i 1132	 792 	 194 
i 890	 291 	 793 
i 1181	 673 	 401 
i 846	 200 	 719 
i 1254	 170 	 923 
i 923	 858 	 230 
i 1040	 457 	 635 
i 1137	 581 	 441 
i 1163	 899 	 119 
i 1011	 545 	 361 
i 944	 554 	 511 
i 771	 421 	 501 
i 1256	 437 	 621 
i 937	 205 	 893 
i 757	 524 	 407 
i 704	 428 	 474 
i 1181	 516 	 478 
i 942	 888 	 22 
i 960	 677 	 414 
i 883	 540 	 460 
i 724	 303 	 607 
i 855	 503 	 491 
i 1260	 626 	 456 
i 1097	 622 	 300 
i 867	 720 	 308 
i 759	 785 	 128 
i 1053	 793 	 223 
i 1054	 761 	 233 
i 972	 342 	 587 
i 882	 514 	 524 
i 965	 722 	 376 
i 1055	 758 	 240 
i 959	 913 	 23 
i 1119	 860 	 188 
i 920	 798 	 194 
i 905	 896 	 53 
i 1095	 14 	 890 
i 1041	 607 	 453 
i 969	 258 	 670 
i 949	 867 	 164 
i 940	 978 	 46 
i 1042	 146 	 781 
i 1074	 790 	 120 
i 1146	 350 	 733 
i 840	 28 	 963 
i 971	 349 	 672 
i 991	 740 	 284 
i 835	 718 	 227 
i 945	 172 	 825 
i 783	 776 	 194 
i 923	 73 	 884 
i 1018	 364 	 631 
i 999	 153 	 800 
i 1014	 66 	 936 
i 927	 723 	 306 
i 1241	 847 	 252 
i 1039	 223 	 824 
i 1074	 642 	 348 
i 905	 867 	 158 
i 1002	 240 	 740 
i 1150	 273 	 721 
i 1015	 690 	 377 
i 1154	 250 	 848 
i 814	 865 	 45 
c
c
W 122796
c end of file
