c Instance Type o
c
n 250
c w	 v1	 v2
i 1091	 840 	 138 
i 961	 798 	 284 
i 964	 335 	 718 
i 1045	 554 	 440 
i 1182	 365 	 637 
i 1118	 916 	 116 
i 827	 142 	 879 
i 1047	 243 	 683 
i 830	 157 	 822 
i 986	 109 	 990 
i 1112	 513 	 554 
i 1036	 296 	 731 
i 1011	 494 	 600 
i 1111	 771 	 233 
i 991	 400 	 678 
i 1228	 353 	 708 
i 1071	 70 	 991 
i 999	 86 	 848 
i 794	 890 	 79 
i 779	 21 	 933 
i 1254	 239 	 855 
i 967	 851 	 101 
i 1056	 375 	 676 
i 820	 668 	 337 
i 1258	 438 	 648 
i 1051	 721 	 235 
i 1045	 640 	 330 
i 1139	 166 	 821 
i 856	 829 	 136 
i 1043	 893 	 76 
i 1102	 956 	 84 
i 1156	 858 	 129 
i 1135	 399 	 663 
i 888	 911 	 91 
i 947	 950 	 138 
i 999	 881 	 146 
i 1069	 619 	 336 
i 878	 308 	 680 
i 976	 188 	 766 
i 1095	 417 	 516 
i 922	 104 	 820 
i 1270	 760 	 336 
i 1075	 684 	 292 
i 850	 369 	 589 
i 808	 584 	 364 
i 1041	 732 	 192 
i 877	 164 	 884 
i 965	 950 	 7 
i 1066	 177 	 770 
i 1216	 732 	 298 
i 888	 639 	 412 
i 834	 135 	 868 
i 917	 70 	 863 
i 1116	 819 	 195 
i 1122	 52 	 871 
i 927	 205 	 872 
i 1150	 997 	 5 
i 1068	 73 	 826 
i 800	 594 	 341 
i 1209	 392 	 690 
i 1041	 359 	 651 
i 876	 453 	 584 
i 972	 531 	 520 
i 1205	 992 	 62 
i 839	 748 	 277 
i 1236	 748 	 318 
i 1257	 873 	 193 
i 1273	 744 	 336 
i 863	 667 	 331 
i 907	 830 	 247 
i 999	 650 	 298 
i 965	 229 	 810 
i 774	 329 	 616 
i 1003	 633 	 310 
i 1006	 511 	 583 
i 888	 546 	 497 
i 1195	 472 	 546 
i 1105	 451 	 515 
i 836	 435 	 464 
i 959	 598 	 468 
i 988	 675 	 321 
i 915	 305 	 737 
i 872	 622 	 285 
i 1089	 696 	 338 
i 979	 347 	 589 
i 976	 627 	 418 
i 1107	 740 	 199 
i 932	 685 	 345 
i 820	 532 	 384 
i 873	 877 	 159 
i 1001	 112 	 859 
i 947	 593 	 439 
i 887	 775 	 181 
i 897	 190 	 906 
i 840	 827 	 138 
i 1258	 437 	 654 
i 887	 765 	 274 
i 1085	 686 	 290 
i 1230	 943 	 143 
i 1077	 204 	 854 
i 1243	 297 	 783 
i 1029	 874 	 125 
i 1099	 163 	 791 
i 1131	 492 	 500 
i 829	 496 	 461 
i 900	 684 	 361 
i 1132	 603 	 394 
i 822	 724 	 210 
i 778	 499 	 424 
i 1136	 361 	 603 
i 1161	 908 	 119 
i 931	 818 	 180 
i 1074	 394 	 637 
i 758	 259 	 670 
i 974	 108 	 921 
i 801	 288 	 677 
i 1119	 427 	 659 
i 1135	 266 	 765 
i 1083	 487 	 443 
i 886	 626 	 377 
i 1115	 558 	 426 
i 878	 394 	 554 
i 1220	 729 	 298 
i 933	 338 	 741 
i 1013	 411 	 489 
i 803	 774 	 184 
i 862	 865 	 178 
i 1180	 449 	 648 
i 1140	 211 	 783 
i 871	 94 	 824 
i 1154	 302 	 729 
i 730	 132 	 777 
i 1131	 458 	 597 
i 957	 443 	 479 
i 1043	 579 	 426 
i 1115	 362 	 598 
i 976	 477 	 456 
i 1061	 526 	 497 
i 893	 234 	 831 
i 950	 99 	 984 
i 1074	 482 	 462 
i 1121	 291 	 679 
i 1125	 344 	 718 
i 1045	 37 	 897 
i 990	 626 	 441 
i 982	 221 	 717 
i 1146	 110 	 924 
i 899	 719 	 220 
i 878	 316 	 670 
i 867	 386 	 620 
i 853	 555 	 346 
i 1054	 382 	 578 
i 1049	 261 	 768 
i 1166	 919 	 124 
i 1019	 698 	 263 
i 1093	 6 	 950 
i 1035	 618 	 410 
i 1058	 401 	 570 
i 896	 802 	 233 
i 981	 33 	 874 
i 1103	 188 	 835 
i 701	 568 	 331 
i 1013	 305 	 646 
i 871	 857 	 78 
i 1136	 667 	 408 
i 950	 313 	 763 
i 1131	 157 	 843 
i 956	 675 	 405 
i 1187	 395 	 645 
i 1219	 547 	 500 
i 1105	 233 	 852 
i 1036	 933 	 82 
i 1192	 939 	 128 
i 1229	 594 	 437 
i 1137	 935 	 53 
i 1130	 589 	 438 
i 963	 775 	 283 
i 859	 604 	 389 
i 1221	 795 	 277 
i 1025	 664 	 317 
i 1043	 597 	 431 
i 828	 149 	 866 
