c Instance Type o
c
n 250
c w	 v1	 v2
i 999	 408 	 491 
i 1193	 958 	 64 
i 765	 864 	 95 
i 1127	 562 	 372 
i 1186	 836 	 199 
i 771	 887 	 26 
i 886	 61 	 987 
i 1001	 247 	 742 
i 1231	 772 	 326 
i 805	 634 	 357 
i 889	 862 	 211 
i 1061	 613 	 452 
i 1154	 543 	 495 
i 1137	 559 	 391 
i 976	 543 	 374 
i 1183	 422 	 673 
i 964	 569 	 337 
i 795	 665 	 291 
i 746	 198 	 712 
i 1010	 31 	 959 
i 959	 66 	 925 
i 831	 106 	 826 
i 1217	 597 	 444 
i 831	 390 	 563 
i 976	 359 	 703 
i 830	 9 	 915 
i 981	 730 	 330 
i 1029	 375 	 618 
i 1091	 473 	 559 
i 975	 564 	 475 
i 1210	 116 	 936 
i 898	 537 	 536 
i 1101	 786 	 206 
i 888	 727 	 344 
i 1102	 922 	 38 
i 779	 209 	 734 
i 1247	 474 	 616 
i 909	 778 	 186 
i 870	 370 	 689 
i 1033	 20 	 923 
i 991	 361 	 634 
i 845	 258 	 644 
i 1190	 321 	 739 
i 1076	 96 	 907 
i 1149	 140 	 850 
i 912	 995 	 69 
i 753	 87 	 837 
i 1049	 980 	 109 
i 837	 344 	 612 
i 987	 373 	 587 
i 851	 100 	 932 
i 910	 590 	 494 
i 1133	 949 	 36 
i 928	 776 	 191 
i 1138	 459 	 536 
i 1002	 357 	 637 
i 1074	 477 	 534 
i 1037	 551 	 457 
i 1226	 953 	 130 
i 816	 157 	 794 
i 1102	 725 	 246 
i 1189	 774 	 315 
i 1277	 841 	 238 
i 968	 713 	 321 
i 1050	 117 	 808 
i 950	 974 	 61 
i 1233	 495 	 598 
i 959	 153 	 849 
i 904	 726 	 267 
i 1040	 586 	 439 
i 1127	 749 	 220 
i 1061	 578 	 346 
i 1189	 330 	 763 
i 1002	 325 	 711 
i 1077	 661 	 398 
i 868	 475 	 579 
i 752	 764 	 188 
i 990	 616 	 367 
i 1110	 10 	 905 
i 1092	 289 	 757 
i 1183	 827 	 169 
i 749	 723 	 188 
i 802	 568 	 409 
i 1140	 310 	 732 
i 991	 725 	 249 
i 997	 272 	 798 
i 1056	 307 	 715 
