c Instance Type o
c
n 250
c w	 v1	 v2
i 1081	 811 	 235 
i 1076	 429 	 559 
i 864	 106 	 902 
i 1063	 390 	 671 
i 963	 4 	 971 
i 959	 470 	 461 
i 1087	 235 	 854 
i 839	 156 	 788 
i 976	 827 	 199 
i 1080	 703 	 354 
i 936	 792 	 227 
i 999	 380 	 525 
i 838	 103 	 823 
i 839	 243 	 761 
i 1133	 749 	 256 
i 1091	 220 	 679 
i 1118	 792 	 154 
i 839	 288 	 689 
i 1059	 527 	 415 
i 1117	 904 	 180 
i 916	 464 	 578 
i 803	 757 	 160 
i 878	 495 	 443 
i 1137	 775 	 211 
i 899	 863 	 73 
i 943	 683 	 297 
i 995	 665 	 273 
i 809	 597 	 399 
i 801	 754 	 147 
i 950	 548 	 535 
i 1127	 132 	 843 
i 1115	 318 	 608 
i 893	 533 	 493 
i 1023	 885 	 96 
i 1069	 764 	 189 
i 970	 174 	 917 
i 981	 582 	 441 
i 1094	 226 	 716 
i 1252	 259 	 835 
i 1128	 509 	 494 
i 908	 678 	 352 
i 1027	 560 	 533 
i 1187	 534 	 466 
i 928	 701 	 276 
i 988	 307 	 622 
i 1005	 98 	 865 
i 971	 296 	 785 
i 903	 692 	 234 
i 944	 574 	 404 
i 1254	 471 	 609 
i 1049	 285 	 730 
i 949	 481 	 446 
i 857	 816 	 218 
i 952	 785 	 189 
i 1076	 164 	 872 
i 1225	 813 	 242 
i 1048	 418 	 496 
i 1240	 644 	 409 
i 908	 88 	 875 
i 967	 503 	 559 
i 1056	 439 	 479 
i 1166	 26 	 946 
i 1042	 582 	 396 
i 749	 641 	 294 
i 1051	 89 	 875 
i 929	 689 	 241 
i 1044	 615 	 399 
i 880	 451 	 492 
i 1034	 420 	 540 
i 1061	 783 	 279 
i 975	 48 	 888 
i 825	 893 	 61 
i 1100	 879 	 192 
i 1100	 539 	 460 
i 856	 575 	 442 
i 856	 294 	 660 
i 1210	 793 	 285 
i 787	 369 	 598 
i 995	 712 	 340 
i 875	 399 	 609 
i 985	 898 	 120 
i 1075	 497 	 500 
i 993	 674 	 298 
i 901	 248 	 833 
i 1004	 2 	 946 
i 1221	 100 	 954 
i 1137	 356 	 657 
i 948	 187 	 900 
i 1195	 238 	 791 
i 893	 596 	 312 
i 911	 766 	 323 
i 1006	 186 	 802 
i 1086	 880 	 42 
i 1099	 434 	 538 
i 891	 486 	 486 
i 821	 127 	 865 
i 1076	 45 	 974 
i 931	 855 	 45 
i 817	 9 	 917 
i 982	 924 	 148 
i 910	 388 	 633 
i 1124	 445 	 613 
i 1178	 990 	 74 
i 783	 902 	 21 
i 1025	 720 	 298 
i 1180	 20 	 966 
i 1172	 95 	 954 
i 1151	 737 	 287 
i 851	 317 	 708 
i 1174	 546 	 464 
i 1095	 822 	 266 
i 882	 46 	 910 
i 1171	 712 	 263 
i 795	 497 	 458 
i 978	 648 	 251 
i 871	 167 	 736 
i 797	 153 	 769 
i 1203	 961 	 118 
i 910	 781 	 152 
i 1241	 847 	 195 
i 1183	 757 	 250 
i 948	 277 	 739 
i 1041	 592 	 366 
i 1254	 584 	 474 
i 1183	 686 	 301 
i 825	 384 	 637 
i 901	 805 	 246 
i 1262	 994 	 76 
i 860	 806 	 194 
i 1115	 250 	 719 
i 881	 249 	 671 
i 1170	 191 	 785 
i 1007	 521 	 574 
i 840	 231 	 780 
i 953	 221 	 727 
i 873	 213 	 812 
i 1138	 225 	 761 
i 1026	 352 	 633 
i 788	 332 	 614 
