c Instance Type o
c
n 250
c w	 v1	 v2
i 1063	 219 	 874 
i 995	 904 	 85 
i 864	 354 	 603 
i 799	 225 	 763 
i 1084	 178 	 880 
i 751	 562 	 389 
i 1256	 918 	 179 
i 982	 575 	 427 
i 1230	 396 	 663 
i 763	 286 	 641 
i 794	 738 	 233 
i 949	 165 	 786 
i 1137	 681 	 342 
i 968	 949 	 127 
i 790	 979 	 2 
i 928	 546 	 469 
i 906	 546 	 453 
i 1026	 446 	 468 
i 1024	 897 	 96 
i 1138	 825 	 226 
i 837	 917 	 90 
i 993	 976 	 81 
i 1150	 474 	 493 
i 1077	 261 	 696 
i 1081	 492 	 461 
i 1022	 515 	 547 
i 1131	 797 	 174 
i 1222	 65 	 967 
i 1019	 846 	 194 
i 886	 424 	 581 
i 1067	 143 	 845 
i 927	 220 	 764 
i 1159	 560 	 519 
i 1126	 517 	 413 
i 933	 317 	 712 
i 762	 138 	 794 
i 1067	 539 	 553 
i 801	 441 	 463 
i 1253	 419 	 655 
i 950	 866 	 92 
i 1144	 71 	 903 
i 971	 770 	 261 
i 842	 130 	 813 
i 1009	 830 	 217 
i 732	 821 	 88 
i 823	 83 	 851 
i 919	 159 	 886 
i 817	 596 	 337 
i 851	 840 	 177 
i 943	 790 	 200 
i 1134	 270 	 735 
i 950	 198 	 760 
i 1065	 549 	 436 
i 926	 798 	 153 
i 911	 206 	 709 
i 1004	 263 	 668 
i 928	 486 	 477 
i 1117	 671 	 412 
i 921	 883 	 168 
i 1092	 967 	 72 
i 927	 351 	 712 
i 884	 174 	 727 
i 1166	 656 	 356 
i 829	 358 	 613 
i 902	 795 	 217 
i 1020	 288 	 777 
i 1094	 970 	 41 
i 1147	 384 	 713 
i 1036	 969 	 114 
i 1238	 146 	 921 
i 1034	 778 	 158 
i 1100	 938 	 58 
i 831	 397 	 505 
i 1048	 285 	 689 
i 834	 431 	 502 
i 824	 657 	 334 
i 921	 46 	 916 
i 1016	 755 	 307 
i 959	 381 	 675 
i 923	 764 	 321 
i 954	 693 	 348 
i 1086	 440 	 588 
i 973	 202 	 705 
i 780	 527 	 437 
i 936	 213 	 838 
i 1050	 467 	 515 
i 831	 550 	 441 
i 1148	 950 	 32 
i 1097	 338 	 680 
i 1022	 595 	 376 
i 842	 691 	 218 
i 1227	 975 	 61 
i 846	 623 	 415 
i 882	 289 	 654 
i 828	 330 	 656 
i 1087	 543 	 537 
i 1181	 215 	 775 
i 858	 317 	 663 
i 1163	 233 	 814 
i 847	 931 	 56 
i 786	 559 	 345 
i 979	 893 	 6 
i 982	 872 	 152 
i 1129	 894 	 188 
i 770	 243 	 705 
i 1240	 348 	 709 
i 863	 867 	 32 
i 1087	 847 	 115 
i 999	 43 	 935 
i 1151	 834 	 161 
i 1157	 986 	 4 
i 1254	 193 	 893 
i 1079	 893 	 168 
i 1023	 291 	 748 
i 1171	 910 	 179 
i 1000	 965 	 39 
i 948	 923 	 28 
i 1024	 334 	 566 
i 852	 148 	 760 
i 1213	 703 	 373 
i 1226	 594 	 479 
i 1038	 512 	 399 
i 1140	 434 	 657 
i 939	 980 	 29 
i 837	 442 	 488 
i 946	 148 	 775 
i 995	 640 	 268 
i 1064	 134 	 841 
i 1135	 944 	 82 
i 1007	 307 	 638 
i 1074	 151 	 913 
i 980	 35 	 909 
i 1072	 853 	 200 
i 1167	 478 	 571 
i 1118	 803 	 134 
i 788	 73 	 885 
i 945	 632 	 464 
i 922	 350 	 571 
i 721	 75 	 834 
i 877	 847 	 125 
i 836	 504 	 498 
i 941	 32 	 940 
i 857	 622 	 358 
i 1254	 170 	 906 
i 912	 966 	 91 
i 1048	 919 	 137 
i 1020	 996 	 40 
i 1077	 120 	 927 
i 1115	 623 	 439 
i 1230	 655 	 376 
i 952	 917 	 30 
i 745	 5 	 914 
i 1050	 429 	 634 
i 1036	 624 	 473 
i 903	 570 	 520 
i 1190	 709 	 365 
i 946	 190 	 884 
i 1265	 651 	 447 
i 1114	 227 	 795 
i 909	 860 	 93 
i 958	 859 	 77 
i 1037	 375 	 562 
i 1051	 440 	 583 
i 977	 908 	 46 
i 1067	 258 	 804 
i 959	 292 	 712 
i 934	 84 	 947 
i 871	 264 	 708 
i 1162	 183 	 834 
i 850	 914 	 84 
i 888	 307 	 654 
i 1039	 863 	 173 
i 775	 615 	 309 
i 854	 187 	 718 
